cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
2.4,4.375555556,4,3,3,4,3,2,3,3,apple
2.85,4.6,3,3,4,4,3,4,4,3,apple
3.75,4.266666667,3,4,4,3,4,2,4,4,apple
3.226666667,3.6,4.6,3.151515152,4,3,5,3,5,4,apple
3.9,3.95,3,3,3,4,2,2,2,3,apple
3.666666667,4.2,4.4,3.633333333,5,5,5,5,5,5,apple
3,3.4,3.272727273,3,5,none,none,none,none,none,apple
2.9,4.118181818,4.6,3,4,none,none,none,none,none,apple
3,4.4,3,3,2,2,1,2,3,1,apple
2.875,3.7375,3,3,4,none,none,none,none,none,apple
2.9,4.32,3,5,4,5,3,5,5,4,apple
3.1,3.35,3,3.5,4,2,4,5,3,3,apple
3,4.6,3,3,4,4,4,3,5,3,apple
2.9,4.5,4.4,3,5,none,none,none,none,none,apple
1.2,4.2,1,3,1,2,1,1,2,1,apple
2.416666667,4.075,4.4,3,4,4,4,4,4,4,apple
3,4.033333333,3,2.8,4,5,4,4,3,3,apple
3.190909091,3.6625,3,4.45,5,5,5,5,5,5,apple
2.6,4.5,3,3,2,2,2,1,3,2,apple
2.5,4.6,3,3,5,1,5,1,5,5,apple
3.075,4.35,3,3,5,5,5,5,5,5,apple
2.728571429,4.164242424,3,2.857142857,4,3,4,3,5,3,apple
3.583333333,3.8,3,3,3,3,4,1,4,1,apple
3,3.5,3.2,3,5,4,5,5,5,5,apple
3,4.3,3,3,5,1,5,3,5,3,apple
3,4.333333333,3,4,3,none,none,none,none,none,apple
2.643333333,3.977777778,4,3,3,3,3,3,4,3,apple
3.8,4.4,4.4,3,4,none,none,none,none,none,apple
3.207142857,3.497222222,4.6,3,4,3,5,3,5,3,apple
2.95625,4.2,3,3,3,3,3,3,4,2,apple
3.4,4.4,3,3,5,5,5,5,4,2,apple
2,4,2.727272727,3.166666667,3,3,4,3,4,3,apple
2.857142857,3,3,3,3,4,3,2,4,2,apple
3,3,5,3,5,5,5,5,5,5,apple
3.072727273,3.208484848,2.416666667,3.461666667,4,3,4,4,3,4,apple
2.86,4.033333333,3.633333333,3,3,none,none,none,none,none,apple
2.6,4.4,3,3.483333333,2,3,1,1,4,1,apple
2.9,4.4,4.4,3,4,4,4,4,4,4,apple
3,4.6,3,3,5,4,3,4,5,4,apple
2.8,4.080555556,3,3,5,4,5,4,5,4,apple
2.633333333,4.85,4.6,3,4,2,4,2,4,4,apple
2.903333333,4.05,3,3,1,1,2,2,3,1,apple
3.32,4.4,3,3,3,1,4,4,4,4,apple
3,3.4,4.4,3,4,none,none,none,none,none,apple
3.35,4.111111111,3.2,3,3,1,1,4,3,4,apple
2.8,3.6,3,3,5,5,5,3,4,4,apple
2.935,4.15,4.6,3,4,4,4,2,4,2,apple
1.708333333,4.446614583,5,5,5,5,5,5,5,4,apple
3.229166667,5,3,5,5,3,5,4,5,5,apple
3.182291667,3.914285714,4.6,3.483766234,5,2,5,1,4,3,apple
3.45,4.2,4.2,3,5,5,5,5,5,5,apple
2.664285714,3.106666667,3,3,2,4,1,2,5,1,apple
3.008333333,3.99047619,5,3,5,5,5,5,5,5,apple
3.588888889,4.24,5,3.375,5,none,none,none,none,none,apple
3,3.375,3,4.4,1,1,2,1,1,1,apple
3.141666667,2.75,3,3,2,3,2,1,1,1,apple
4.3,4.82,4.4,2.75,4,5,5,5,4,3,apple
3.127272727,4,3,3,4,3,4,2,2,3,apple
3.1,5,3,3,5,5,5,5,5,5,apple
2.95,4.4,3,3,4,3,4,4,3,4,apple
3.55,4.366666667,4.666666667,3.5,4,5,5,2,5,5,apple
3.082116402,4.333333333,3,3.3,3,3,3,2,3,2,apple
3.018270563,3.4,3,3.4,1,1,1,1,1,1,apple
2.1,3.678787879,3,3,4,2,5,4,5,2,apple
2.897142857,4.133333333,3.4,3.224444444,2,2,2,2,3,3,apple
2.952142857,3.758333333,4.6,2.758201058,4,4,5,1,5,2,apple
3,4.6,3,3,5,5,5,5,5,5,apple
2.805555556,3.95,4.6,3,5,2,5,3,4,5,apple
3.75,4.255,4.6,3,5,3,5,5,5,5,apple
2.3,4.3,3,3,5,4,5,none,4,none,apple
3,3.733333333,3,3,4,4,5,4,4,4,apple
5,3.9,4,3.8,5,5,5,5,5,5,apple
3.7,4.2,3,3,4,1,3,1,4,3,apple
3,4.6,3.7,3,4,3,4,2,4,2,apple
4.4,4.2,3,4,4,4,5,3,3,5,apple
2.2,3.675,1.96,3,2,1,5,1,4,3,apple
3.3,4.2,3,3,5,2,4,5,5,4,apple
3.4,3.95,3,3,1,2,1,1,1,1,apple
3.685714286,4,3,4.6,4,4,4,4,4,4,apple
2.416666667,4.2,4.2,3,5,5,5,4,5,5,apple
2.55625,3.611111111,3,3.933333333,4,5,3,4,4,4,apple
3.523809524,3.608333333,3.8,3.7,1,3,2,2,3,1,apple
2.416666667,4.088888889,3,3,4,2,4,5,5,2,apple
3.466666667,3.99047619,4.1,3,5,5,5,4,3,5,apple
3.52,4.1375,3,3.144444444,5,4,5,5,5,5,apple
3,4.6,4.6,3,5,5,5,5,5,3,apple
2.84,3.2,3,3.8,2,3,3,2,3,1,apple
2.789809524,3.137414966,3,3.26,2,2,2,2,3,3,apple
3.104352617,3.246666667,4.4,2.2,3,5,2,2,5,1,apple
2.805555556,4.007142857,4.6,4.2,5,none,none,none,none,none,apple
3.26,3.48,4.2,3,4,5,5,2,5,5,apple
3,4.75,3,3,4,4,4,3,4,3,apple
2.4,4.82,3,3,4,3,4,2,3,3,apple
2.9,4.6,4.6,3,4,3,3,3,3,3,apple
2.4,4.8,3.5,3,4,4,5,1,4,3,apple
3.094166667,4.4,3,3,2,2,4,3,1,1,apple
3.618181818,3.982262731,3,3.47,4,5,5,4,5,4,apple
3,3.8,2.8,3,2,3,1,1,4,2,apple
3.408547009,4.35,3.433333333,3.666666667,3,3,5,1,5,1,apple
2.658333333,4.733333333,4.6,3,4,none,none,none,none,none,apple
1,4.6,3,3,3,4,3,1,4,3,apple
3.229166667,3.846969697,3.666666667,3.985714286,2,1,1,1,3,1,apple
3.214285714,4.6,3,4,3,3,4,3,3,3,apple
3.007142857,3.945714286,3,2.966666667,4,5,5,3,5,5,apple
2.416666667,4.6,3,3,5,5,4,5,4,4,apple
2.625,3.622222222,3,3.6,5,4,5,4,5,5,apple
3,4.5,3,3.208333333,4,3,5,1,5,3,apple
3,4.6,4.6,3,3,none,none,none,none,none,apple
3.25,4.2,2.8,3.509090909,2,1,2,2,4,1,apple
3.4,4.2,3,3.5,4,4,4,4,4,4,apple
3.4,3.2875,3,3.1,3,3,2,3,4,4,apple
2.625,4,4.4,3.533333333,4,5,4,5,3,2,apple
3.071904762,3.6,3,3,2,none,none,none,none,none,apple
3.025,3.591666667,3,3.333333333,4,5,5,4,3,4,apple
3.08,4.3,3,3,5,4,5,5,5,4,apple
2.4,4.2,3,3,5,none,none,none,none,none,apple
2.9,4.5,4.4,3,4,1,4,3,5,3,apple
3.066666667,4.043333333,3.4,3.266666667,4,4,5,2,5,3,apple
3.084591837,3.722,3.51,3,4,3,4,2,3,4,apple
2.75,2.8,3,3,3,1,1,2,3,1,apple
3.416,4.82,3,3,2,1,none,3,5,none,apple
3.650446429,4.4,4.4,4,3,4,4,3,4,3,apple
3.4,3.536363636,3,3.198055556,1,1,1,1,3,1,apple
3,3,3,3,4,4,none,4,4,none,apple
3.272727273,3,3,3,5,none,none,none,none,none,apple
3.955555556,4,3,4.1,3,2,2,3,5,3,apple
3.266666667,4.4,3,2.666666667,1,1,1,2,1,1,apple
3.65,3.502,2.222222222,2.88270202,4,3,5,5,3,4,apple
3.3,3.484848485,3.454545455,3,3,3,5,3,4,4,apple
2.805095238,3.348412698,3,3.666666667,3,2,4,2,3,3,apple
2.625,4.4,4.6,3.9,5,4,5,3,4,5,apple
3.392,4.093333333,4.6,3,4,5,5,5,5,4,apple
3.092323817,4,2.333333333,3,1,1,1,1,3,1,apple
3,3,3,3,4,4,5,4,5,4,apple
2.93047619,4.353333333,4.6,3.7375,5,4,4,5,4,4,apple
3.242,2.4,3,3.433333333,2,1,1,2,4,1,apple
2.875,3.6775,3,3,3,3,5,2,5,5,apple
3.333333333,4.6,4.2,4,5,4,4,3,4,4,apple
4,3.136363636,3.4,3,5,5,5,5,5,5,apple
3.4,4.6,3.333333333,3,5,5,5,5,5,5,apple
3.354545455,4.066666667,5,4,3,5,5,3,2,4,apple
2,4,3,3.433333333,4,3,4,3,4,3,apple
3.333333333,3.866666667,3.166666667,2.833333333,3,4,4,2,3,2,apple
3.408333333,4.473333333,3,3.8,4,3,4,3,4,4,apple
3.320538721,3,3,3,4,4,3,4,4,3,apple
3,3.83,4.2,3,5,4,5,2,4,5,apple
2.725,3.9,3,2.975,2,3,2,2,3,1,apple
3.009722222,3.64,3,3.5,4,2,5,3,5,4,apple
3,4.6,4.6,3.5,5,4,5,5,5,4,apple
3,4,3,3,4,4,4,4,4,3,apple
3.075,3.593333333,3,3,5,4,4,4,4,4,apple
3.1125,3.7625,4.233333333,2.775,4,5,5,3,5,4,apple
3.15,3,4.6,3,4,5,5,5,3,5,apple
3,4.5,3,4,5,5,5,4,5,4,apple
2.208333333,3.266666667,2.2,3.033333333,2,3,3,2,4,2,apple
3.4,3.9375,3.6,3,5,none,none,none,none,none,apple
3.120833333,4,3,3.216666667,5,4,5,4,4,4,apple
2.733333333,3.5,3,4.2,4,3,4,4,4,3,apple
3.8,4.3,5,3,5,5,5,5,5,5,apple
2.511111111,3.95,3,4,1,1,1,1,3,1,apple
3,3.4,2.375,1.8,4,2,5,3,3,4,apple
3.408333333,4.3,4.6,3,5,2,5,3,4,5,apple
3.506666667,4.72,3,3.233333333,5,5,5,5,5,5,apple
2.2,4.4,3,3.208333333,4,4,5,3,4,5,apple
5,3.875,3,3,4,4,4,4,3,4,apple
2.96,3.266666667,1.928571429,3.272727273,1,1,1,1,5,1,apple
4,3.836363636,3,3,4,1,4,4,4,4,apple
3.299358974,4.2,3,3,3,2,1,1,4,1,apple
2,3.577777778,3,4,4,2,4,4,3,4,apple
2.977698413,3.71468254,3,3,4,3,4,4,4,3,apple
3.5,4.2,3,3,5,5,none,5,5,5,apple
3,4.6,3,3,5,4,5,5,5,5,apple
3.066666667,3.713636364,3,3.571428571,5,4,5,4,4,4,apple
2.8,2.9,4.6,3.4,4,4,4,4,4,4,apple
2.76,4.2,3,3,3,4,1,2,3,1,apple
3.5,4.6,3,3.95,5,5,5,5,5,5,apple
3.395879121,3.826190476,3,3,3,3,5,1,5,4,apple
2.84672619,3.138636364,2.6,2.875,4,5,5,4,4,1,apple
3.5,2.666666667,3,3.15625,5,4,4,4,5,5,apple
2.3,3.866666667,3,3,3,3,3,3,4,2,apple
3.13,3.642424242,3,3.88,5,4,4,5,5,4,apple
2.545238095,3.5,2.75,3.153535354,3,4,2,4,5,3,apple
3,4.78,4.82,3,5,3,4,5,5,4,apple
3.936363636,3.833333333,3,3,4,4,4,4,4,4,apple
3.4,3.712121212,4.6,3,4,2,5,3,5,3,apple
3,4.4,3,3,5,5,5,4,3,4,apple
2.873333333,3.7625,3,3,4,3,2,3,4,4,apple
3.4,3.5,3,4.5,2,2,3,2,1,1,apple
3.32,3.704761905,3,3,4,1,3,4,3,3,apple
2.858285714,3.542424242,5,3,5,4,3,3,5,2,apple
3.111111111,4.15,3,3,4,5,5,4,5,4,apple
3.40625,4.316666667,3,3.684848485,5,4,5,2,5,2,apple
3.5,3.99,3,3.514285714,3,5,5,3,1,5,apple
3,3.32,4,3,3,3,4,4,3,5,apple
2.666666667,3.983333333,3.7,3,4,4,5,2,4,3,apple
2.833333333,3,3,3.6,3,3,3,3,3,3,apple
3,3,4.6,3,5,4,4,3,5,4,apple
4.3,4.4,3.533333333,3,4,4,5,4,4,3,apple
3,3.746031746,5,3,4,5,5,5,5,5,apple
3.525,3.113333333,3,3,4,5,3,4,5,3,apple
3,4.4,2.2,3,1,1,1,3,3,1,apple
3.232142857,3.88,4.6,4.2,5,2,5,4,5,4,apple
2.958333333,3.272727273,3,3,5,5,5,5,5,5,apple
2.733333333,4.2,4.4,3.845714286,4,3,4,3,4,2,apple
3.35,3.6,3,3.209375,2,2,4,3,4,1,apple
4,4.6,3,3,4,3,3,4,4,3,apple
3.397368421,3.878787879,4.05,3.398809524,4,1,5,2,3,4,apple
3,3.085714286,4.6,3,4,5,3,4,4,4,apple
3.166666667,3.52,3,3.235555556,4,5,4,2,4,2,apple
2.1625,4.5,3,3.138888889,3,1,4,4,3,2,apple
2.760416667,3.72,4.6,3,5,4,5,3,5,3,apple
2.319444444,3.8375,3.7,3.5,4,4,4,3,4,4,apple
3,3.836363636,3.32,3.666666667,4,4,3,3,3,3,apple
3,4.5,3,4,4,4,4,3,4,4,apple
3.433333333,4.104761905,3,3,4,3,4,3,5,2,apple
2.928571429,3.9,4.4,3,5,none,none,none,none,none,apple
3.6,4.31,3,2.533333333,1,5,1,1,5,1,apple
2.8,3.61,3,3.375,4,5,3,2,5,3,apple
2.825,4.6,3,3,5,4,4,3,4,4,apple
2.733333333,3.883333333,3,3,4,3,5,4,3,2,apple
2.884090909,3,3,3.05,1,1,1,1,1,1,apple
2.758333333,4.2,3,2.8,4,4,5,3,4,4,apple
3,3.76,4,3.933333333,3,5,5,5,5,5,apple
3,4.6,5,3,5,5,5,5,5,5,apple
2.4,3.95,3,4,1,1,3,1,1,1,apple
2.75,4.133333333,3,3,4,4,3,4,3,3,apple
3,4.075,4.8,3,5,none,none,none,none,none,apple
2.8125,4.6,3,3,4,3,4,3,4,4,apple
2.91,3.92,3,3.5,4,4,5,3,4,4,apple
3.240324675,4.3,3.6,3.8,5,4,5,4,5,4,apple
2.222222222,4.4,3,3,2,2,1,2,2,1,apple
2.833333333,3,3,4,5,5,5,3,5,3,apple
3,3.2,3,3,4,4,3,3,5,4,apple
3,4.4,3,3,5,5,5,4,4,5,apple
3,4.175,3,3,5,4,5,5,5,4,apple
3.133333333,3.933333333,4.4,3,5,2,5,1,4,3,apple
3.2,4.1,4.4,2.4,4,3,4,4,4,3,apple
3,4.1,4.4,3,4,3,4,1,4,1,apple
2.866666667,3.91,3,3,5,3,5,3,3,3,apple
4.133333333,4.11,3,3,5,5,5,5,5,5,apple
2.9,4.6,3.7,3,5,5,5,5,4,5,apple
3,3.602,3,3.866666667,4,4,4,4,4,4,apple
3.00625,4.133333333,4.133333333,3,5,5,5,3,3,2,apple
3.356666667,3.672222222,3,3,4,4,4,4,4,4,apple
4.064285714,3.85,4.133333333,4.75,5,5,4,4,4,4,apple
3,4.4,3,3,5,4,5,5,4,5,apple
2.97375,3.99,3,3.488333333,4,4,5,2,3,4,apple
4,4.6,4.6,3,5,5,4,5,5,4,apple
3.037777778,2.9,4.4,2.892063492,4,4,4,3,4,3,apple
2.9,4.25,3,3,5,5,5,5,5,5,apple
3.426060606,4.033333333,3,3.425,3,4,5,2,2,3,apple
2.95,4.04,3,4.466666667,5,4,5,5,5,5,apple
3,3.564285714,4.2,3,5,4,4,5,5,4,apple
3.525,3.5,3,4.4,5,4,4,3,5,3,apple
3.7,3.6,3,3,2,none,none,none,none,none,apple
2.625,4.4,3,3,4,3,5,2,4,3,apple
4,3.533333333,3.411111111,4.355555556,5,4,5,5,5,5,apple
2.881628788,3.933333333,3,2.684444444,2,2,2,2,2,2,apple
3,4.1,3,4.4,4,3,4,3,4,4,apple
3.4,4,3,3.375,3,none,none,none,none,none,apple
2.625,3.035,3,2.6,1,3,5,1,3,1,apple
3.428571429,5,4.6,3,4,4,5,5,3,5,apple
2.871428571,4.017761905,5,3.4625,4,2,4,3,5,4,apple
3,4.4,3,5,4,4,2,2,4,4,apple
2.4,4,4.4,3,4,5,5,4,5,4,apple
2.513392857,4.533333333,3,3,4,4,5,1,5,4,apple
3,3.5,4.1,4,5,none,none,none,none,none,apple
2.998095238,4.4,4.4,3.45,3,1,1,2,3,4,apple
3.2,4.4,3,3,4,3,4,4,4,4,apple
2.9,3.575,4.2,3,4,4,5,3,4,4,apple
4,3.825909091,4.6,3,5,5,5,4,4,5,apple
2.241666667,4.3,3,3,4,1,none,4,5,none,apple
3,3,5,3,5,none,none,none,none,none,apple
3.16,3.7,3,3.7,4,3,3,3,3,3,apple
3.2,4.4,4.5,4.7,5,5,5,5,5,5,apple
3.866666667,4,3,4.1,1,1,1,1,5,1,apple
3.45,4.075,3,4,5,4,5,5,5,5,apple
3,4.4,3.5,3.5,3,none,none,none,none,none,apple
3.251428571,3.314285714,4.6,3,5,4,5,2,5,4,apple
3,4.48,3,3,5,1,1,1,1,1,apple
3.095454545,3,3,3.466666667,2,2,1,1,4,1,apple
3.276984127,4.133333333,3,3.333333333,5,3,5,5,3,4,apple
3.293181818,4.226666667,3,3,4,3,3,4,5,3,apple
3.402380952,4.6,4.4,3,5,5,5,4,4,5,apple
2.2,4.4,3,3,1,1,1,1,4,1,apple
3.05952381,4.225,3,3.533333333,4,3,5,3,4,4,apple
3,3.602272727,5,3.416666667,5,4,4,4,4,4,apple
2.647916667,4.3875,3.2,3.1,3,4,3,5,5,3,apple
3,4.8,3,3,5,5,5,4,5,5,apple
2.5,4.3,4.6,3,5,5,5,4,5,4,apple
3.266666667,3.075,3,3,5,4,5,3,4,4,apple
2.988888889,4.422222222,3.116666667,3,5,5,5,3,4,5,apple
2.733333333,3.283333333,3.05,3.041666667,1,2,3,2,3,3,apple
3.1,4,3.408333333,3,4,4,4,3,3,3,apple
3,3.428571429,3,3,2,1,1,4,3,1,apple
2.6,4.3,3,3,5,5,5,4,5,5,apple
2.836309524,3.8,3,4,4,3,5,3,5,3,apple
3.341111111,3.299074259,4.075,3.483333333,5,4,4,4,5,4,apple
2.602380952,3.245454545,3,3.866666667,4,5,3,3,2,4,apple
2.656944444,3.8,4.6,3,5,4,5,5,3,5,apple
3.00625,3.995238095,4.2,3,5,5,5,3,5,5,apple
3,4.4,3,4.75,4,4,5,4,5,4,apple
2,4.6,3,3,4,4,5,5,4,5,apple
2.958333333,4.4,3,3,3,3,4,4,3,3,apple
3.026785714,3.69,3,3.733333333,3,4,4,3,4,3,apple
3.4,3.7,3,3,3,none,none,none,none,none,apple
2.3,5,3,3.566666667,3,1,1,2,4,1,apple
3.32,3.51,3,3,4,4,4,4,4,4,apple
3.8,3.583333333,3,4,3,3,5,4,2,3,apple
3,5,3,3,5,5,5,5,5,3,apple
3.2025,4.533333333,3,3.933333333,5,5,5,5,4,4,apple
2.885416667,4.3,2.5,3.1834375,1,1,1,1,2,1,apple
2.416666667,4.044444444,3,3,3,3,5,3,2,4,apple
3.028571429,3.55,3,4.2,5,4,5,4,5,5,apple
3,4.4,4.4,3.5,4,4,3,none,3,4,apple
3,3.466666667,3.9,3,4,3,3,4,5,3,apple
3,3.716666667,4.6,3,3,2,4,2,4,3,apple
2.8,4.2,4.6,4.75,4,2,3,4,3,3,apple
3.142857143,3.6,3.089285714,4.2,4,2,5,4,2,5,apple
2.416666667,4.2,3,3,5,5,5,5,5,5,apple
3.28,4.155681818,3,4,4,1,3,2,4,3,apple
2.4,3.48,3,3,5,5,4,5,5,4,apple
3.4,3,3,3,2,3,2,2,3,2,apple
2.831972789,4.05,3.239285714,2.75,3,2,3,1,3,1,apple
2.98,4.8,3,3,4,4,4,2,2,3,apple
3.166666667,4.6,3,3,5,none,none,none,none,none,apple
4,3,3,3,3,2,4,2,3,2,apple
2.714,4.275,4,3,5,3,5,5,5,5,apple
3.126666667,4.2,3.75,3.2,4,3,5,4,2,2,apple
3.685714286,3.4,3,3,2,3,2,1,3,none,apple
3,4,4,3.9,4,1,4,3,4,3,apple
2.829166667,3.869642857,3.75,3,5,none,none,none,none,none,apple
3.424242424,4.1,3,3,4,none,none,none,none,none,apple
2.208333333,4.6,3,3,4,none,none,none,none,none,apple
2.74,4.278571429,5,3,5,5,5,5,5,5,apple
3,3.8,3,3,5,3,5,5,5,5,apple
2.85,4.5,3,3.166666667,4,5,5,5,4,2,apple
3.4,4.6,3,3,5,4,5,5,3,5,apple
2.8,4.024242424,4.4,3.4,4,3,4,4,4,2,apple
2.9,4.6,3,3,4,none,none,none,none,none,apple
2.833333333,3.8,4.6,3.166666667,3,5,5,1,3,1,apple
3.4,4.6,4.4,3,3,2,4,1,1,1,apple
3.11,4.6,4.6,3,5,none,none,none,none,none,apple
2.791666667,3.783333333,3,3,2,1,1,1,3,1,apple
3,3.668181818,4.2,3.9,5,4,5,5,4,4,apple
3.3,3.664285714,4.6,3.6875,4,4,3,2,3,1,apple
3.033333333,3.585333333,3,3,3,3,3,2,3,3,apple
3.5,3.462121212,3,3.6,4,3,4,3,3,4,apple
3.5,3.66,4.05,3.678571429,4,5,5,4,3,5,apple
3.075,3.913888889,4.675,3,4,5,5,4,4,5,apple
2.906481481,3.525510204,3.76,4,3,2,5,4,4,2,apple
2.966545455,3.7,2.2,3,1,1,1,3,1,1,apple
3.6,4.25,3,4,4,3,3,3,3,3,apple
3,4.5,4.2,3,4,3,4,4,4,3,apple
3.104166667,3.8,3.8,2.95,4,3,5,2,3,5,apple
3,4.4,3,4.4,5,2,5,3,5,5,apple
2.75,3,3,3,4,1,3,3,5,3,apple
2.331216931,3,3,3.413333333,3,4,3,2,4,1,apple
3.136363636,3.991071429,4.2,3.35,4,5,4,1,4,3,apple
4,4.6,3,3,5,none,none,none,none,none,apple
3.6,4.5,5,3,5,4,5,5,5,5,apple
4,3,3,3,2,1,1,3,2,1,apple
3.16,4.233333333,3,3.5,5,5,3,4,5,4,apple
2.2,3.263333333,4.4,3.733333333,4,4,4,4,4,3,apple
2.625,4.066666667,3.941666667,4,3,2,3,2,5,2,apple
3.8125,3.927777778,1,3,3,3,4,5,5,3,apple
3.054166667,3.977777778,4.2,3,5,1,5,4,4,4,apple
3,3.284848485,3,3,4,3,5,4,5,5,apple
3,4.2,3,3,4,5,4,4,4,4,apple
2.375,3.6375,3,3.7375,5,4,4,4,4,4,apple
4.5,3.93,5,3,5,4,5,4,5,3,apple
2.888148148,3.6,1,3.5,1,2,1,1,2,1,apple
3.85,3.72,4.2,4.6,4,4,5,3,3,4,apple
3.4,4.2,3.8,3,5,none,none,none,none,none,apple
3.65,2.901515152,4.6,3.20952381,4,5,5,3,3,4,apple
4.4,4.4,3,3,5,3,4,4,5,5,apple
2.6,4.61,3,3,5,5,5,5,5,5,apple
3,4.6,4.6,3,3,2,4,1,2,3,apple
3.575,4.6,3,3.6,5,5,5,2,5,3,apple
3,4.136363636,3,3,5,5,5,none,5,5,apple
4,4.4,4.4,4.4,4,3,3,3,3,3,apple
3.207142857,3.13,1,3,1,1,1,2,2,1,apple
2.82,3,3,3,1,1,4,1,2,1,apple
2.5,2.5,3,3,4,3,2,2,4,2,apple
3.163664141,3.766666667,3,3.6,3,2,3,4,3,4,apple
2.671130952,3.818181818,4.2,3.4,4,3,4,2,4,3,apple
2,3.7,3,4,3,4,3,2,3,4,apple
3.45,4,4,3,4,4,4,4,4,3,apple
3,4.2,4.4,3,4,3,5,5,4,5,apple
3,4.866666667,5,3,5,4,5,5,4,3,apple
2.416666667,4,3,3,4,4,4,4,4,4,apple
3.2,4.266666667,4.6,4,4,5,5,3,5,3,apple
2.783333333,3.78,3,3,3,3,3,1,4,2,apple
3.1,4.4,4.2,3,5,5,5,5,5,5,apple
4,4.2,3,3,4,none,none,none,none,none,apple
3,3.62,3.3,3,3,3,4,2,1,3,apple
2.5,3.7,3,3,3,3,4,3,3,3,apple
2.975,3.906666667,3,4,5,none,none,none,2,none,apple
2.2,3.822222222,3.141666667,3.622222222,1,2,3,1,2,1,apple
2.995138889,3.9,3,3.466666667,1,1,1,1,2,1,apple
3.425,4.533333333,5,3.666666667,4,3,4,2,3,2,apple
2.783333333,4.141666667,3,3,4,3,5,4,3,4,apple
2.675,3.570909091,4.6,3.5,5,4,5,5,5,4,apple
3.9,3.875,3,3,5,5,5,5,5,5,apple
3.692957265,3.514285714,3,3.417272727,4,3,4,4,4,4,apple
4.4,4.2,3,3.875,5,4,4,4,4,4,apple
2.55,4.3,2.8,3,2,3,2,1,1,2,apple
2.901666667,3.54,3,3,5,none,none,none,none,none,apple
3.6,4.466666667,3,3.45,4,none,none,3,none,none,apple
3.141666667,4.2,3,2.5,3,2,3,3,5,5,apple
2.345940171,4.196103896,3.211111111,3.834285714,4,4,5,3,4,4,apple
3,4.45,3,3,3,none,none,4,none,none,apple
3.7,3.336363636,4.4,3,5,3,4,5,4,3,apple
2.973333333,4.466666667,3,3,4,1,none,5,5,none,apple
2.788333333,3.971590909,3,4,5,4,4,4,4,4,apple
3.888888889,3.7,5,5,4,4,4,3,3,4,apple
3,5,3.36,3,5,4,5,5,5,4,apple
3,4.4,3,2.75,3,1,3,3,5,3,apple
2.8,4,3,3.2,4,4,5,4,4,4,apple
2.933333333,3.8,3,3,3,2,3,3,3,3,apple
3,4.266666667,4.6,3,4,2,4,3,4,3,apple
3.032142857,3.9,3,3,5,5,5,3,5,5,apple
3.4,4.4,3,3.428571429,4,5,5,3,5,5,apple
3.183333333,3.936363636,3,3,4,4,4,4,4,4,apple
3,4.01875,3,2.416666667,5,4,5,3,4,5,apple
2.964814815,3.733333333,3.4,3,4,3,4,4,5,4,apple
4.133333333,3.994545455,3.936363636,3,3,2,3,3,2,3,apple
2.743055556,4.233333333,4.6,3.65,5,4,4,3,5,none,apple
3.788666667,4.51875,5,3.5,5,5,5,3,5,4,apple
3.145222222,3.333333333,3,3.333333333,1,2,1,1,3,1,apple
3,3.75,3,3,3,1,3,3,5,3,apple
3.5,4.3,3,3,4,4,5,4,5,3,apple
3.3,3.383333333,3,3,4,2,5,2,4,3,apple
3.1,4.733333333,3,3,3,4,5,2,4,3,apple
3.4,4.733333333,3,3,5,none,none,none,none,none,apple
2.416666667,3,3,3,5,none,none,none,none,none,apple
2.35,4.6,4,3,3,4,2,1,4,2,apple
2.6,3.9,3.6,3,3,1,3,2,3,2,apple
3.4,3.977777778,4.6,4,4,4,4,3,4,4,apple
3,4.3,3,3,4,1,3,3,4,3,apple
2.904166667,3.866666667,4.82,3,5,2,3,2,4,2,apple
2.416666667,4.6,4.6,3,5,5,5,5,4,5,apple
3,4.4,3,3,3,3,3,3,3,3,apple
2.620833333,3,4,3,4,5,3,3,3,3,apple
3.26,3,3,3,5,3,3,3,3,3,apple
3.066666667,4.65,4.4,3,5,2,5,4,4,5,apple
3.491428571,3.93,4,3.5,3,1,3,2,5,3,apple
3.35,3.1,5,3,5,5,4,3,4,3,apple
2.85,4,3,4,1,1,1,1,2,1,apple
3.4,3,3.866666667,3.5,1,2,2,4,3,5,apple
3.122222222,3.714285714,3,3.213636364,5,3,5,4,3,5,apple
4,5,3,4.4,5,5,5,5,5,5,apple
3,3,3,3,4,4,4,4,2,3,apple
4,2.936363636,3,3,5,3,5,5,4,5,apple
3.625,3.51,3.366666667,3.2,3,none,none,none,none,none,apple
3.134236742,3.536666667,2.533333333,3,3,3,2,1,2,3,apple
4.4,4.41,3,3,4,4,4,4,4,4,apple
3,4.533333333,3,4.4,5,5,5,5,5,5,apple
2.888,4.04,3,2.5,4,3,5,3,5,5,apple
3.4,3.817142857,3.5,3.6,3,2,3,3,4,1,apple
3.075,3.95,3,3.295454545,5,none,none,none,none,none,apple
3.833333333,3.783333333,3,3,5,4,5,none,4,2,apple
3.071428571,3.307619048,3,3.233862434,5,3,5,3,4,4,apple
3.25,4.7,3.32,2.916666667,3,3,4,4,4,3,apple
3.154166667,4.2,3,3.5,5,4,5,4,5,2,apple
3.046666667,3.833333333,3,3.373333333,3,2,3,3,4,3,apple
3,3.95,2.7,2.925,3,2,3,1,3,3,apple
2.6,3,5,3,4,3,4,3,4,4,apple
